,Name,category,country,num_episodes,aired,watchers,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url,sid,num_reviews
982,mood indigo,Drama,Japan,6.0,2019,7952,7.8,3588,"Takezai Terunosuke,Yoshida Munehiro,Oishi Goro,Yamanaka So,Tsurumachi Ken,Izuka Kenta","Romance,Drama "," Writer,Sexual Content,Gay Romance,Slice Of Life,Steamy Kiss,LGBTQ+,Smoking,Aggressive Male Lead,Novelist,Flashback To Past  ","The story begins with Shiro Kido's reunion with a former classmate, Rio Kijima, at a college teacher's funeral.
In the past, when they were students, Kijima used to show talent as a novelist, even earning a big prize. Kido was jealous of Kijima's success, but after reading his works he became aware of his lack of talent and gave up writing novels and became an editor of erotic novels. However, after reuniting it became clear to Kido that Kijima was stuck; facing a wall. He had used up all his talent. With Kido also being in a lost state he offers Kijima the opportunity to write pornographic novels.
With the intense eroticism and closeness, both men open up and feed into their desire. As their lust grows so does their toxic craving. The two become a relationship beyond the line while a mixture of emotions are drawn from the suffering Kijima.",https://i.mydramalist.com/d4K45c.jpg?v=1,24996.0,975.0
983,trace: kasouken no otoko,Drama,Japan,11.0,2019,1031,7.8,340,"Nishikido Ryo,Araki Yuko,Funakoshi Eiichiro,Yamazaki Shigenori,Koyuki,Chihara Junior","Mystery,Drama "," Adapted From A Manga,Smart Male Lead,Murder,Kei Koga,Researcher,Forensic,Science,Death,Character Development,Investigation  ","Reiji Mano is a forensic science researcher at the Scientific Research Laboratory in the Tokyo Metropolitan Police Department. He is good at his job, possessing a vast amount of knowledge and having excellent technique. However, he is a lone wolf who does not cooperate with others.  When he works on a case, he focuses exclusively on hard facts, ignoring speculation. Reiji Mano hates the media and their thirst for sensational news. When he was a child, Reiji Mano experienced a terrible case. He has looked for the truth in that case ever since.

Nonna Sawaguchi is a rookie forensic science researcher who begins to work with Reiji Mano. Because of their work together, Reiji Mano begins to open his mind to others and Nonna Sawaguchi matures as a forensic science researcher.[MyDramaList]",https://i.mydramalist.com/Krlejc.jpg?v=1,23680.0,180.0
984,kakegurui season 2,Drama,Japan,5.0,2019,2741,7.9,1579,"Hamabe Minami,Takasugi Mahiro,Morikawa  Aoi,Nakagawa Taishi,Matsumura Sayuri,Ikeda Elaiza","Psychological,School,Youth "," Adapted From A Manga,School Politics,Smart Female Lead,Debt,Miniseries,Gambling,Transfer Student,Sismance,Nice Male Lead,School Bullying  ","Hyakkaou Private Academy is a prestigious institution for the privileged, which was first established 122 years ago. The students there are ranked by their gambling winnings. The winners receive everything including fame and fortune. The winners also dominate the losers. One day, female transfer student Yumeko Jabami arrives at Hyakkaou Private Academy. Yumeko Jabami has a pretty appearance, but she is a gambling maniac who loves high stakes.",https://i.mydramalist.com/BnZLV_4c.jpg?v=1,22744.0,417.0
985,iryu team medical dragon 3,Drama,Japan,10.0,2010,896,7.9,419,"Sakaguchi Kenji,Inamori Izumi,Koike Teppei,Abe Sadao,Sasaki Kuranosuke,Natsuki Mari","Drama,Medical "," Adapted From A Manga,Miniseries  ","Several years after the conclusion of Iryu 2, Team Medical Dragon is once again reassembled to revive a faltering Meishin University Hospital.",https://i.mydramalist.com/lEKgec.jpg?v=1,652.0,116.0
986,nagareboshi,Drama,Japan,10.0,2010,3739,7.8,1564,"Takenouchi Yutaka,Ueto Aya,Kitano Kie,Inagaki Goro,Matsuda Shota,Harada Mieko","Romance,Life,Drama,Family "," Marriage Of Convenience,Terminal Illness,Contract Relationship,Age Gap [Drama Life],Age Gap [Real Life],Abusive Brother,Love After Marriage,Organ Donor,Brother-Sister Relationship,Attempted Suicide  ","Takenouchi plays an aquarium employee named Kengo, who seems ordinary at first glance but actually possesses a secret that he would sacrifice everything in order to protect. Meanwhile, Ueto plays Risa, a young woman working in the sex trade in order to pay off her brother's debt, though her situation has led her to contemplate suicide. These two characters, both full of despair, meet each other and end up entering a contract marriage purely for its benefits. However, as they overcome various troubles, their relationship begins turning into true love.",https://i.mydramalist.com/zEJDec.jpg?v=1,273.0,637.0
987,cute programmer,Drama,China,30.0,2021,10550,7.8,4251,"Xing Zhao Lin,Zhu Xu Dan,Yi Da Qian,Guan Xin,Tian Yi Tong,Joy Sheng","Business,Comedy,Romance,Drama "," Programmer,Contract Relationship,Hidden Identity,Cohabitation,Female Chases Male First,Cross-Dressing,Boss-Employee Relationship,Secondary Couple,Workplace,Misunderstanding  ","After falling in love with genius programmer Jiang Yi Cheng, Lu Li enrolls into the school he once studied at, and also took up the same major - computer programming. Setting Jiang Yi Cheng as her role model in her heart, she achieves good grades in school. However after graduation, she did not expect that Jiang Yi Cheng's company does not recruit female employees. Lu Li decides to disguise as a man and enter the company. However, she met difficulty both in dealing with Jiang Yi Cheng's demands, as well as hiding her identity. Finally with her perseverance, she grabbed hold of an opportunity and managed to come to an agreement with Jiang Yi Cheng. The two would become a ""contract couple"" and stay together for one year. Slowly, Jiang Yi Cheng finds himself falling for Lu Li.",https://i.mydramalist.com/2v63d_4c.jpg?v=1,34021.0,1766.0
988,20th century boy and girl,Drama,South Korea,32.0,2017,9243,7.9,3256,"Han Ye Seul,Kim Ji Suk,Lee Sang Woo,Ryu Hyun Kyung,Lee Sang Hee,Ahn Se Ha","Comedy,Romance,Life,Family "," Childhood Friends,Friends To Lovers,Sismance,First Love,Love Triangle,Multiple Couples,Neighbors,Calm Male Lead,Celebrity,Strong Friendship  ","A top actress/singer who has an innocent soul in contrast to her gorgeous look, a slender airline stewardess who loves food and a young attorney who luckily landed a job at a private law firm but finds herself working long hours... 

All three of these women were members of the Bongo clique from the time they used to live in the same Seoul Mansion apartment complex. They still stay in touch despite their busy lives. Appearance-wise, one friend seems to have a successful acting career, and the other two work in reputable professions in the airline industry and law, but they deal with a lot of stress in their lives. 

Their lives as thirties in the big city of Seoul is a stressful one and they try to rekindle the lives they had when they were in their innocent teens while also searching for love and maintaining their deep friendship.",https://i.mydramalist.com/V42myc.jpg?v=1,16484.0,1786.0
989,kore wa keihi de ochimasen!,Drama,Japan,10.0,2019,1014,7.8,366,"Tabe Mikako,Shigeoka Daiki,Ito Sairi,Hirayama Hiroyuki,Fukikoshi Mitsuru,Kiriyama Renn","Business,Comedy,Romance "," Office Romance,Accountant,Older Woman/Younger Man,Teamwork,Male Chases Female First,Adapted From A Novel  ","The story revolves around the daily life of Sana Morikawa, a 30-year-old single woman who works in the finance department of a soap maker.",https://i.mydramalist.com/1pPdbc.jpg?v=1,26438.0,191.0
990,glorious day,Drama,South Korea,44.0,2014,4082,7.8,1337,"Lee Sang Woo,Park Se Young,Kim Mi Sook,Go Na Eun,Hwang Woo Seul Hye,Dong Ha","Comedy,Romance,Drama,Family "," Mother-Daughter Relationship,Multiple Couples,Marriage,Sisterhood,Sismance,Unrequited Love,Love Triangle,Hardship,Innocent Female Lead,Competent Male Lead  ","Han Song Jung is a novel writer. She is also a single mother who has raised three daughters: Da Ae, Da Jung and Da In. She struggles to let her three daughters to marry good men.
Meanwhile, Seo Jae Woo is the eldest grandson of the family next door, who earns steady income as a corporate drone. Although hes inherited his grandfathers brusque and conservative nature, hes also received kind-heart qualities from his father, and is intrinsically a good man.",https://i.mydramalist.com/weAdb_4c.jpg?v=1,8632.0,822.0
991,hong gil dong,Drama,South Korea,24.0,2008,9214,7.8,3974,"Kang Ji Hwan,Sung Yoo Ri,Jang Geun Suk,Kim Ri Na,Gil Yong Woo,Park Sang Wook","Action,Historical,Comedy,Romance "," Stupid Female Lead,Strong Male Lead,Smart Male Lead,Joseon Dynasty,Love Triangle,Power Struggle,Hong Gil Dong,Drama  ","Based on a fictional book about a Robin Hood in Korea, Hong Gildong, this drama is very loosely based off of that book and the time it was set in.
Hong Gil Dong was the illegitimate son of a high ranked minister. A local monk took him under his wing and taught him martial arts. Hong Gil Dong was inspired to fight for the injustice in this society that divided people into nobles and ordinary citizens whereby the former enjoyed all the privileges due solely to their birth.
The heroine, Heo Yi Nok, had just returned to Korea from China with her grandfather. They made their living by putting on shows and selling their special brand of medicine in the marketplace.
Lee Chang Hwi had been told since he was young that he was the rightful heir to the throne which had been usurped by his half brother. He had also returned from his exile in China and was plotting to overthrow the emperor.
The three got entangled in love, hate, loyalty and betrayal and only one side can win.",https://i.mydramalist.com/5vmwAc.jpg?v=1,118.0,1346.0
992,kamisama mou sukoshi dake,Drama,Japan,12.0,1998,2533,7.9,1164,"Kaneshiro Takeshi,Fukada Kyoko,Kato Haruhiko,Yazawa  Shin ,Nakama Yukie,Miyazawa Rie","Romance,Life,Drama "," Older Man/Younger Woman,Adult-Minor Relationship,Age Gap [Drama Life],Age Gap [Real Life],Music Producer,Composer,AIDS,Lovers Separated,Steamy Kiss,Family Relationship  ","A touching love story about a girl, Kano Masaki, who contracted HIV after selling her body in order to earn money for the concert of a famous composer Ishikawa Keigo. After the concert, Keigo saw Masaki chasing after his van. She was drenched, and thus Keigo took her to his apartment, where they spent the night.",https://i.mydramalist.com/vKzRe_4c.jpg?v=1,600.0,420.0
993,ja myung go,Drama,South Korea,39.0,2009,4578,7.8,1466,"Jung Ryeo Won,Jung Kyung Ho,Park Min Young,Lee Joo Hyun,Lee Mi Sook,Hong Yo Sub","Action,Historical,Romance "," Love Triangle,Forbidden Love,Based On A Legend,Marriage Of Convenience,Unrequited Love,Lovers To Enemies,Royalty,Betrayal,Sibling Rivalry,Love Square  ","Legend has it that more than 2,000 years ago, the Kingdom of Nangnang possessed a mystical Ja Myung Drum which will sound by itself when enemies invade. In reality, Ja Myung Go does not represent the drum but instead, is embodied by the King's daughter, Princess Ja Myung. 
Princess Ja Myung and Princess Nak Rang are born on the same day and time to the same father but different mothers. It is predicted that one princess will become the nation's saviour while the other will bring the entire nation down. Using her family's powerful background, Princess Nak Rang's mother successfully establishes her daughter as the savior princess while Princess Ja Myung, who is branded the princess of destruction, escapes death with the help of her mother and grows up among the common folk.",https://i.mydramalist.com/92wwEc.jpg?v=1,815.0,604.0
994,addicted heroin,Drama,China,15.0,2016,28203,7.9,16206,"Timmy Xu,Johnny Huang,Chen Wen,Lin Feng Song,Wang Yu,Wang Dong","Friendship,Romance,School,Youth "," Clingy Male Lead,Obsession,Dubious Consent,LGBTQ+,Step-siblings Love,Adapted From A Novel,Aggressive Male Lead,Poor Male Lead,Rich Male Lead,High School  ","Ever since he was young, Bai Luo Yin had been living with his divorced, poor and rather careless father, Bai Han Qi, and his grandmother. When he turned 16, his biological mother, Jiang Yuan, announced that she was  re-marrying and her partner was a rich, high-ranking official, Gu Wei Ting. 

Because of his mothers death, Gu Wei Tings son, Gu Hai, had been harboring a deep grudge towards his father and did not approve of the re-marriage. 

Through a weird twist of fate, the 2 step-brothers with their wildly conflicting familial and emotional backgrounds end up being placed in the same class in high-school. With time, they slowly developed a different kind of feeling for each other.",https://i.mydramalist.com/Ekjgpc.jpg?v=1,13673.0,2656.0
